pathway,pathway_label,database,NES_Cancer_vs_Healthy,NES_Training_CR,padj_Cancer_vs_Healthy,padj_Training_CR,significance,set_size
GOBP_GLYCOSYLATION,Glycosylation,GO:BP,0.514,1.337,0.9923,0.8131,NS,17
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT,Regulation Of Organic Acid Transport,GO:BP,-0.913,0.937,0.7762,1,NS,16
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,M Decay Degradation Of Maternal Mrnas By Maternally Stored Factors,Reactome,-0.923,-0.926,0.6931,0.9974,NS,11
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY,Er Nucleus Signaling Pathway,GO:BP,-0.842,1.007,0.825,1,NS,14
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,Cell Surface Receptor Signaling Pathway Via Jak Stat,GO:BP,0.68,-1.168,0.9457,0.948,NS,11
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,Cell Surface Receptor Signaling Pathway Via Stat,GO:BP,0.68,-1.168,0.9457,0.948,NS,11
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,Response To Peptide Hormone,GO:BP,1.006,-0.841,0.6842,1,NS,104
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,Post Golgi Vesicle Mediated Transport,GO:BP,0.969,0.877,0.7181,1,NS,26
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,Signaling By TGF Beta Receptor Complex,Reactome,0.646,1.2,0.9938,0.7692,NS,25
GOBP_ERBB_SIGNALING_PATHWAY,Erbb Signaling Pathway,GO:BP,1.022,0.823,0.6558,1,NS,30
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION,Regulation Of Membrane Depolarization,GO:BP,1.028,0.817,0.6568,1,NS,17
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,Response To Leukemia Inhibitory Factor,GO:BP,-0.8,1.045,0.8728,1,NS,19
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,Establishment Of Protein Localization To Organelle,GO:BP,-0.862,0.983,0.9333,1,NS,138
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION,Regulation Of Vacuole Organization,GO:BP,-1.156,-0.689,0.4996,1,NS,11
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS,Regulation Of Phospholipid Metabolic Process,GO:BP,0.957,-0.887,0.729,1,NS,12
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,Inorganic Anion Transmembrane Transport,GO:BP,0.886,-0.957,0.7951,1,NS,11
GOBP_REGULATION_OF_NUCLEAR_DIVISION,Regulation Of Nuclear Division,GO:BP,-0.696,-1.147,0.9457,0.9573,NS,13
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus,GO:BP,1.122,-0.72,0.5377,1,NS,21
WP_PURINE_METABOLISM_AND_RELATED_DISORDERS,Wp Purine Metabolism And Related Disorders,WikiPathways,1.216,-0.625,0.4401,0.9941,NS,13
GOBP_REGULATION_OF_CYTOKINESIS,Regulation Of Cytokinesis,GO:BP,0.713,-1.128,0.9335,0.9708,NS,13
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,Regulation Of Chromosome Organization,GO:BP,0.689,1.152,0.9627,0.9367,NS,36
GOBP_NEURON_PROJECTION_ORGANIZATION,Neuron Projection Organization,GO:BP,1.115,0.725,0.5525,1,NS,14
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Regulation Of Establishment Of Protein Localization To Mitochondrion,GO:BP,-1.006,0.834,0.658,1,NS,19
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,Carbohydrate Catabolic Process,GO:BP,-0.948,0.892,0.7664,1,NS,61
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,Intracellular Receptor Signaling Pathway,GO:BP,-0.879,-0.961,0.8575,1,NS,70
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process,GO:BP,0.955,-0.884,0.7334,1,NS,40
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,Positive Regulation Of Transferase Activity,GO:BP,0.951,-0.888,0.7368,1,NS,26
GOBP_JNK_CASCADE,Jnk Cascade,GO:BP,0.858,-0.981,0.8162,1,NS,18
GOBP_GLIAL_CELL_MIGRATION,Glial Cell Migration,GO:BP,0.84,-0.997,0.8248,1,NS,11
GOBP_RESPONSE_TO_UV,Response To Uv,GO:BP,0.908,0.928,0.7851,1,NS,33
GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,Cellular Response To Hydrogen Peroxide,GO:BP,0.89,-0.945,0.7951,1,NS,14
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,Separation Of Sister Chromatids,Reactome,-1.157,0.678,0.3184,0.9974,NS,64
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,Establishment Of Organelle Localization,GO:BP,1.076,-0.758,0.5692,1,NS,93
GOBP_RESPONSE_TO_INSULIN,Response To Insulin,GO:BP,0.908,0.925,0.7978,1,NS,69
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,Energy Dependent Regulation Of Mtor By Lkb1 Ampk,Reactome,-1.172,0.661,0.3932,0.9974,NS,12
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER,Formation Of Primary Germ Layer,GO:BP,1.099,-0.732,0.5701,1,NS,14
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Inactivated Vcp To 26s Proteasome Mediated Protein Degradation,KEGG,-1.127,0.703,0.2921,0.9223,NS,34
PID_VEGFR1_2_PATHWAY,Pid Vegfr1 2 Pathway,PID,0.793,1.037,0.9188,0.9596,NS,32
REACTOME_INTERFERON_GAMMA_SIGNALING,Interferon Gamma Signaling,Reactome,0.965,0.865,0.67,0.9974,NS,21
REACTOME_SULFUR_AMINO_ACID_METABOLISM,Sulfur Amino Acid Metabolism,Reactome,-0.911,-0.919,0.7187,0.9974,NS,16
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,Beta Catenin Independent Wnt Signaling,Reactome,0.928,-0.901,0.7313,0.9974,NS,53
PID_REG_GR_PATHWAY,Pid Reg Gr Pathway,PID,-0.736,1.093,0.9208,0.9596,NS,18
WP_ECTODERM_DIFFERENTIATION,Wp Ectoderm Differentiation,WikiPathways,1.016,0.812,0.6572,0.9679,NS,12
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,Antigen Processing Cross Presentation,Reactome,1.082,-0.745,0.5013,0.9974,NS,51
WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,Wp Clockcontrolled Autophagy In Bone Metabolism,WikiPathways,1.106,0.721,0.5637,0.9899,NS,12
REACTOME_NUCLEOTIDE_CATABOLISM,Nucleotide Catabolism,Reactome,1.155,0.671,0.4359,0.9974,NS,10
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,Cardiac Ventricle Development,GO:BP,-0.791,1.034,0.8679,1,NS,13
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,Neural Nucleus Development,GO:BP,1.026,0.798,0.6562,1,NS,26
REACTOME_RHOBTB_GTPASE_CYCLE,Rhobtb Gtpase Cycle,Reactome,0.672,1.15,0.9808,0.8543,NS,21
GOBP_CARBOHYDRATE_HOMEOSTASIS,Carbohydrate Homeostasis,GO:BP,1.004,0.817,0.6773,1,NS,49
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR,Positive Regulation Of DNA Repair,GO:BP,-0.849,0.971,0.8341,1,NS,22
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,Transport Of Mature Transcript To Cytoplasm,Reactome,0.965,-0.855,0.6594,0.9974,NS,14
GOBP_MUSCLE_ORGAN_MORPHOGENESIS,Muscle Organ Morphogenesis,GO:BP,-0.974,-0.845,0.6964,1,NS,13
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Response To Endoplasmic Reticulum Stress,GO:BP,0.755,1.064,0.9482,0.9932,NS,79
REACTOME_PKR_MEDIATED_SIGNALING,Pkr Mediated Signaling,Reactome,-0.945,0.874,0.6974,0.9974,NS,35
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION,Response To Amino Acid Starvation,GO:BP,-0.989,0.829,0.6835,1,NS,11
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Regulation Of Protein Catabolic Process,GO:BP,1.233,0.583,0.3294,1,NS,101
GOBP_LEARNING,Learning,GO:BP,-0.651,-1.164,0.9691,0.924,NS,18
GOBP_REGULATION_OF_GLIOGENESIS,Regulation Of Gliogenesis,GO:BP,-0.979,0.835,0.6915,1,NS,12
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,Maternal To Zygotic Transition Mzt,Reactome,0.986,-0.828,0.6337,0.9974,NS,15
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,Wp Hepatocyte Growth Factor Receptor Signaling,WikiPathways,1.262,-0.552,0.3865,0.9941,NS,16
GOBP_ANATOMICAL_STRUCTURE_MATURATION,Anatomical Structure Maturation,GO:BP,0.91,0.903,0.7762,1,NS,22
GOBP_SPHINGOLIPID_METABOLIC_PROCESS,Sphingolipid Metabolic Process,GO:BP,0.719,-1.094,0.9303,0.9877,NS,17
WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS,Wp Metabolic Pathways Of Fibroblasts,WikiPathways,1.23,0.583,0.4346,0.9941,NS,12
PID_HNF3B_PATHWAY,Pid Hnf3b Pathway,PID,0.96,-0.852,0.7603,0.9596,NS,10
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,Copii Mediated Vesicle Transport,Reactome,0.895,0.916,0.7571,0.9974,NS,27
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Regulation Of Actomyosin Structure Organization,GO:BP,1.213,0.597,0.4351,1,NS,23
GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION,Cellular Response To Ionizing Radiation,GO:BP,0.889,-0.921,0.7951,1,NS,13
GOBP_REGULATION_OF_DNA_REPLICATION,Regulation Of DNA Replication,GO:BP,0.665,1.145,0.9511,0.9708,NS,10
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,Mitf M Dependent Gene Expression,Reactome,1.143,-0.667,0.438,0.9974,NS,16
GOBP_REGULATION_OF_KINASE_ACTIVITY,Regulation Of Kinase Activity,GO:BP,1.19,0.619,0.4359,1,NS,47
GOBP_INCLUSION_BODY_ASSEMBLY,Inclusion Body Assembly,GO:BP,1.017,0.792,0.6643,1,NS,15
REACTOME_GENE_SILENCING_BY_RNA,Gene Silencing By Rna,Reactome,0.651,-1.158,0.9809,0.8486,NS,10
GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,Regulation Of Stress Activated Protein Kinase Signaling Cascade,GO:BP,0.712,-1.096,0.9326,0.9911,NS,11
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,Negative Regulation Of Autophagy,GO:BP,-0.869,0.938,0.8208,1,NS,22
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Purine Nucleoside Monophosphate Metabolic Process,GO:BP,1.269,-0.537,0.3722,1,NS,25
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION,Positive Regulation Of Protein Secretion,GO:BP,-0.933,0.873,0.7564,1,NS,33
GOBP_REGULATION_OF_BINDING,Regulation Of Binding,GO:BP,0.919,-0.887,0.7762,1,NS,30
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,Regulation Of Tumor Necrosis Factor Mediated Signaling Pathway,GO:BP,-0.894,0.912,0.7866,1,NS,13
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS,Sulfur Compound Catabolic Process,GO:BP,-0.884,-0.922,0.7911,1,NS,12
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway,GO:BP,0.859,-0.947,0.8128,1,NS,14
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,Positive Regulation Of Protein Modification Process,GO:BP,0.846,-0.96,0.8567,1,NS,72
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,Cytochrome Complex Assembly,GO:BP,-1.248,0.556,0.3857,1,NS,19
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,Microtubule Organizing Center Organization,GO:BP,-0.957,0.847,0.7181,1,NS,20
GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING,Positive Regulation Of RNA Splicing,GO:BP,0.671,-1.132,0.9516,0.9708,NS,13
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,Regulation Of Cholesterol Biosynthesis By Srebp Srebf,Reactome,-0.984,0.819,0.6153,0.9974,NS,15
WP_ENDODERM_DIFFERENTIATION,Wp Endoderm Differentiation,WikiPathways,1.149,-0.654,0.5113,0.9941,NS,14
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL,Protein Modification By Small Protein Removal,GO:BP,-1.169,-0.633,0.4378,1,NS,32
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage,GO:BP,0.786,-1.016,0.8735,1,NS,19
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Ubiquitin Dependent Protein Catabolic Process,GO:BP,1.133,-0.668,0.5143,1,NS,26
BIOCARTA_AGR_PATHWAY,Biocarta Agr Pathway,BioCarta,0.941,0.86,0.9997,0.9749,NS,13
GOBP_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response To Starvation,GO:BP,0.953,0.848,0.734,1,NS,38
GOBP_MEMBRANE_DOCKING,Membrane Docking,GO:BP,0.861,-0.94,0.8162,1,NS,22
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Caused Aberrant Snca To 26s Proteasome Mediated Protein Degradation,KEGG,-0.969,0.832,0.5151,0.7766,NS,33
GOBP_FERTILIZATION,Fertilization,GO:BP,1.112,0.688,0.541,1,NS,28
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,Negative Regulation Of Response To Cytokine Stimulus,GO:BP,0.999,-0.799,0.6842,1,NS,11
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Regulation Of Generation Of Precursor Metabolites And Energy,GO:BP,0.786,-1.011,0.8957,1,NS,40
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Negative Regulation Of Response To Endoplasmic Reticulum Stress,GO:BP,0.762,1.034,0.8875,1,NS,18
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response To Starvation,Reactome,0.48,1.316,0.9999,0.5474,NS,87
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,Skeletal Muscle Organ Development,GO:BP,-0.908,0.887,0.8094,1,NS,57
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,Positive Regulation Of Leukocyte Proliferation,GO:BP,1.099,0.695,0.5634,1,NS,20
GOBP_MEMBRANE_DEPOLARIZATION,Membrane Depolarization,GO:BP,1.05,0.744,0.6219,1,NS,26
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,Regulation Of Mitochondrial Membrane Permeability,GO:BP,-0.998,0.796,0.6716,1,NS,20
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Positive Regulation Of Production Of Molecular Mediator Of Immune Response,GO:BP,0.927,-0.867,0.7633,1,NS,18
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Positive Regulation Of Carbohydrate Metabolic Process,GO:BP,0.917,0.877,0.7755,1,NS,17
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,Regulation Of Double Strand Break Repair,GO:BP,-0.799,-0.995,0.8718,1,NS,18
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,Tetrapyrrole Biosynthetic Process,GO:BP,1.144,-0.647,0.5212,1,NS,11
WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE,Wp Nad Metabolism In Oncogeneinduced Senescence And Mitochondrial Dysfunctionassociated Senescence,WikiPathways,0.797,0.993,0.8744,0.9429,NS,14
REACTOME_MAPK1_MAPK3_SIGNALING,Mapk1 Mapk3 Signaling,Reactome,0.858,0.931,0.8325,0.9974,NS,79
REACTOME_SARS_COV_2_HOST_INTERACTIONS,Sars Cov 2 Host Interactions,Reactome,-0.704,1.085,0.9982,0.9035,NS,68
WP_SELENIUM_METABOLISM_AND_SELENOPROTEINS,Wp Selenium Metabolism And Selenoproteins,WikiPathways,0.862,-0.925,0.8154,0.9499,NS,14
PID_HDAC_CLASSI_PATHWAY,Pid Hdac Classi Pathway,PID,-0.991,-0.795,0.6846,0.9596,NS,15
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Protein Catabolic Process,GO:BP,1.026,0.759,0.6522,1,NS,31
GOBP_BODY_FLUID_SECRETION,Body Fluid Secretion,GO:BP,0.987,-0.798,0.6934,1,NS,11
WP_MESODERMAL_COMMITMENT_PATHWAY,Wp Mesodermal Commitment Pathway,WikiPathways,0.837,-0.948,0.8331,0.9429,NS,13
GOBP_POST_EMBRYONIC_DEVELOPMENT,Post Embryonic Development,GO:BP,-0.792,-0.992,0.8672,1,NS,13
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,Cellular Response To Oxygen Levels,GO:BP,-1.023,-0.761,0.6325,1,NS,39
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,Regulation Of Potassium Ion Transport,GO:BP,-0.992,-0.791,0.6805,1,NS,17
GOBP_CELLULAR_RESPONSE_TO_RADIATION,Cellular Response To Radiation,GO:BP,-0.762,1.021,0.9355,1,NS,31
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY,Regulation Of Spindle Assembly,GO:BP,0.845,0.937,0.8222,1,NS,12
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,Negative Regulation Of DNA Metabolic Process,GO:BP,0.725,1.057,0.9229,1,NS,14
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,Amino Acid Biosynthetic Process,GO:BP,0.551,-1.23,0.9923,0.8687,NS,22
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,Negative Regulation Of Catabolic Process,GO:BP,0.755,1.025,0.95,1,NS,91
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Monoatomic Ion Transmembrane Transport,GO:BP,-1.102,0.677,0.5274,1,NS,22
WP_REGULATORY_CIRCUITS_OF_STAT3_SIGNALING,Wp Regulatory Circuits Of Stat3 Signaling,WikiPathways,-1.063,0.716,0.5879,0.9899,NS,10
GOBP_SEQUESTERING_OF_CALCIUM_ION,Sequestering Of Calcium Ion,GO:BP,1.019,0.759,0.6597,1,NS,36
REACTOME_DNA_REPAIR,DNA Repair,Reactome,-1.037,0.739,0.5408,0.9974,NS,40
BIOCARTA_MET_PATHWAY,Biocarta Met Pathway,BioCarta,1.098,0.677,0.914,0.9749,NS,15
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,Regulation Of Membrane Potential,GO:BP,0.984,0.791,0.7116,1,NS,71
GOBP_TYPE_II_INTERFERON_PRODUCTION,Type Ii Interferon Production,GO:BP,0.869,0.902,0.8069,1,NS,10
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,E3 Ubiquitin Ligases Ubiquitinate Target Proteins,Reactome,0.515,-1.256,0.9982,0.7444,NS,13
GOBP_ASTROCYTE_DIFFERENTIATION,Astrocyte Differentiation,GO:BP,1.119,0.651,0.5468,1,NS,15
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,Toll Like Receptor Tlr1 Tlr2 Cascade,Reactome,-1.019,0.751,0.5663,0.9974,NS,30
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Proteasomal Protein Catabolic Process,GO:BP,-0.784,0.985,0.8866,1,NS,20
GOBP_B_CELL_PROLIFERATION,B Cell Proliferation,GO:BP,0.913,0.854,0.7739,1,NS,12
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,Amino Acid Transmembrane Transport,GO:BP,0.87,-0.897,0.8069,1,NS,10
GOBP_L_AMINO_ACID_TRANSPORT,L Amino Acid Transport,GO:BP,0.87,-0.897,0.8069,1,NS,10
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,Regulation Of Steroid Biosynthetic Process,GO:BP,0.793,0.974,0.8671,1,NS,16
REACTOME_HCMV_LATE_EVENTS,Hcmv Late Events,Reactome,-1.117,-0.65,0.4468,0.9974,NS,15
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,Toll Like Receptor Cascades,Reactome,-0.835,0.931,0.8699,0.9974,NS,40
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,Mrna Splicing Minor Pathway,Reactome,-0.707,1.059,0.9505,0.9574,NS,11
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT,Regulation Of Dendrite Development,GO:BP,-0.952,-0.813,0.7211,1,NS,14
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Cellular Response To Insulin Stimulus,GO:BP,0.716,1.049,0.9601,1,NS,56
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Ubiquitin Dependent Protein Catabolic Process,GO:BP,0.796,0.968,0.884,1,NS,39
GOBP_AMP_BIOSYNTHETIC_PROCESS,Amp Biosynthetic Process,GO:BP,1.216,-0.547,0.4443,1,NS,11
PID_PI3KCI_AKT_PATHWAY,Pid Pi3kci Akt Pathway,PID,0.896,0.867,0.7944,0.9596,NS,15
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,Signaling By Insulin Receptor,Reactome,1.009,0.754,0.608,0.9974,NS,15
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Protein Catabolic Process,GO:BP,1.06,-0.702,0.5974,1,NS,59
GOBP_VACUOLAR_TRANSPORT,Vacuolar Transport,GO:BP,0.799,-0.963,0.8837,1,NS,38
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Release Of Cytochrome C From Mitochondria,GO:BP,-0.928,0.833,0.7506,1,NS,17
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,Response To Purine Containing Compound,GO:BP,0.681,-1.08,0.9614,0.9877,NS,31
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,Positive Regulation Of Blood Vessel Endothelial Cell Migration,GO:BP,1.106,0.654,0.5644,1,NS,10
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,Alpha Amino Acid Biosynthetic Process,GO:BP,0.666,-1.094,0.9567,0.9877,NS,18
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,Calcium Ion Transmembrane Import Into Cytosol,GO:BP,0.921,-0.838,0.7762,1,NS,42
GOBP_CARDIOCYTE_DIFFERENTIATION,Cardiocyte Differentiation,GO:BP,0.547,1.212,0.9923,0.8931,NS,32
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Regulation Of Small Molecule Metabolic Process,GO:BP,0.979,0.779,0.7181,1,NS,79
GOBP_PROTEIN_TETRAMERIZATION,Protein Tetramerization,GO:BP,0.768,-0.99,0.9063,1,NS,29
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Potassium Ion Transmembrane Transport,GO:BP,-0.85,-0.907,0.819,1,NS,14
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,Positive Regulation Of Cytokine Production Involved In Immune Response,GO:BP,0.807,0.949,0.8519,1,NS,12
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,Metabolism Of Nitric Oxide Nos3 Activation And Regulation,Reactome,0.788,0.967,0.8494,0.9839,NS,11
REACTOME_DEATH_RECEPTOR_SIGNALING,Death Receptor Signaling,Reactome,-0.648,-1.107,0.9938,0.9035,NS,19
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress,GO:BP,0.897,-0.856,0.7941,1,NS,23
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,Sphingolipid Biosynthetic Process,GO:BP,0.772,-0.98,0.8771,1,NS,10
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION,Regulation Of Spindle Organization,GO:BP,0.641,1.109,0.9644,0.9877,NS,15
HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,Hallmark,-0.895,0.855,0.7475,0.8397,NS,25
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,Runx1 Regulates Transcription Of Genes Involved In Differentiation Of Hscs,Reactome,-1.154,0.596,0.3603,0.9991,NS,35
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,Cytoplasmic Microtubule Organization,GO:BP,-0.914,0.834,0.7704,1,NS,15
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,Protein Transmembrane Transport,GO:BP,-0.796,0.952,0.8842,1,NS,22
GOBP_STRIATED_MUSCLE_ADAPTATION,Striated Muscle Adaptation,GO:BP,0.56,1.187,0.9913,0.9235,NS,19
GOBP_HINDBRAIN_DEVELOPMENT,Hindbrain Development,GO:BP,0.813,0.933,0.861,1,NS,26
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Negative Regulation Of Monoatomic Ion Transport,GO:BP,-1.071,0.673,0.5666,1,NS,26
GOBP_EAR_DEVELOPMENT,Ear Development,GO:BP,0.899,0.845,0.7851,1,NS,15
GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,Signal Transduction In Absence Of Ligand,GO:BP,1.023,0.721,0.6588,1,NS,13
