gene,logFC_Cancer_vs_Healthy,logFC_Training_CR,pi_score_CvH,pi_score_TR,significance,quadrant,imputed
COPZ1,0.163,-0.0695,0.8908,0.979185,NS,Discordant (Cancer Up / TR Down),TRUE
SEPHS1,-0.0814,0.1501,0.975202,0.898007,NS,Discordant (Cancer Down / TR Up),TRUE
PLCD4,-0.1851,-0.0458,0.832081,0.989262,NS,Concordant Down,TRUE
PRKCSH,0.2011,0.0295,0.786015,0.995292,NS,Concordant Up,FALSE
HSPA8,0.218,0.0119,0.642737,0.998998,NS,Concordant Up,FALSE
NIT2,-0.1789,-0.0506,0.795263,0.982588,NS,Concordant Down,FALSE
PARVB,-0.0788,-0.1505,0.977198,0.889551,NS,Concordant Down,TRUE
TMEM126A,-0.1301,-0.0992,0.946878,0.963674,NS,Concordant Down,TRUE
ATAD1,-0.2041,0.025,0.816999,0.99721,NS,Discordant (Cancer Down / TR Up),TRUE
BANF1,-0.08,0.1485,0.97739,0.895421,NS,Discordant (Cancer Down / TR Up),FALSE
TOMM5,0.0632,-0.165,0.989658,0.889489,NS,Discordant (Cancer Up / TR Down),TRUE
LYPLA1,-0.0932,0.1348,0.965133,0.903922,NS,Discordant (Cancer Down / TR Up),FALSE
EEF1D,-0.1497,-0.0783,0.775855,0.929461,NS,Concordant Down,FALSE
KPNA4,-0.1146,-0.1134,0.921156,0.90234,NS,Concordant Down,FALSE
CHCHD10,0.1571,0.0708,0.922107,0.982133,NS,Concordant Up,TRUE
SRP9,-0.1204,-0.1074,0.91474,0.92621,NS,Concordant Down,TRUE
CDH13,-0.0697,0.157,0.972734,0.804598,NS,Discordant (Cancer Down / TR Up),FALSE
PARP1,-0.205,-0.0209,0.74621,0.997474,NS,Concordant Down,TRUE
GSK3B,-0.1272,-0.0985,0.931543,0.951773,NS,Concordant Down,TRUE
KHSRP,0.221,-0.0035,0.7687,0.999942,NS,Discordant (Cancer Up / TR Down),TRUE
TIGAR,0.1073,0.1167,0.959517,0.95148,NS,Concordant Up,TRUE
S100A1,0.1497,0.0741,0.941366,0.983192,NS,Concordant Up,FALSE
NOMO2,-0.161,0.0624,0.871701,0.97859,NS,Discordant (Cancer Down / TR Up),TRUE
EIF2S3,-0.0991,0.1237,0.914543,0.823661,NS,Discordant (Cancer Down / TR Up),FALSE
UQCRFS1,-0.1011,0.1216,0.958514,0.922794,NS,Discordant (Cancer Down / TR Up),FALSE
RPL18,0.0641,0.1586,0.974665,0.777034,NS,Concordant Up,FALSE
SHMT1,-0.0215,-0.201,0.997709,0.686418,NS,Concordant Down,FALSE
LRPAP1,0.1421,-0.08,0.914789,0.973209,NS,Discordant (Cancer Up / TR Down),TRUE
GSR,0.2032,0.0188,0.688117,0.997425,NS,Concordant Up,FALSE
EIF3I,-0.0245,-0.1972,0.997429,0.743035,NS,Concordant Down,FALSE
PSMD10,0.1275,-0.094,0.920454,0.947637,NS,Discordant (Cancer Up / TR Down),FALSE
SARNP,0.0594,0.1619,0.989447,0.840871,NS,Concordant Up,TRUE
DDB1,-0.2083,0.0126,0.497755,0.998296,NS,Discordant (Cancer Down / TR Up),FALSE
PPIL3,-0.0171,-0.2034,0.998801,0.736466,NS,Concordant Down,FALSE
ARF4,0.2175,-0.0028,0.811813,0.999969,NS,Discordant (Cancer Up / TR Down),FALSE
ISYNA1,0.176,0.0441,0.872806,0.991995,NS,Concordant Up,TRUE
CD38,0.0429,-0.1768,0.993919,0.873093,NS,Discordant (Cancer Up / TR Down),TRUE
ANKRD2,-0.0823,-0.1369,0.97823,0.920795,NS,Concordant Down,TRUE
CCT6A,0.1368,0.0822,0.835268,0.930306,NS,Concordant Up,FALSE
RPL10A,0.0965,0.1216,0.95512300000000006,0.907323,NS,Concordant Up,FALSE
AHCY,0.1006,-0.1171,0.918101,0.855164,NS,Discordant (Cancer Up / TR Down),FALSE
SSB,0.09,0.1274,0.95352,0.881501,NS,Concordant Up,TRUE
HEBP2,-0.0594,-0.1574,0.974198,0.73453,NS,Concordant Down,FALSE
RPS21,-0.0868,0.13,0.936966,0.807645,NS,Discordant (Cancer Down / TR Up),FALSE
TSN,-0.1507,-0.0659,0.854979,0.968976,NS,Concordant Down,FALSE
NAE1,-0.101,-0.1154,0.944643,0.907341,NS,Concordant Down,TRUE
DPP9,0.195,-0.0214,0.867098,0.998744,NS,Discordant (Cancer Up / TR Down),TRUE
PPP3CC,0.1773,-0.0389,0.886349,0.995113,NS,Discordant (Cancer Up / TR Down),TRUE
HDHD5,-0.1705,0.0454,0.908139,0.992835,NS,Discordant (Cancer Down / TR Up),TRUE
PCTP,-0.0869,0.1289,0.974455,0.950326,NS,Discordant (Cancer Down / TR Up),TRUE
COX17,-0.2075,-0.0081,0.871558,0.999798,NS,Concordant Down,TRUE
PGM3,0.1172,-0.0981,0.92999,0.945261,NS,Discordant (Cancer Up / TR Down),TRUE
PSMD2,-0.1652,0.0499,0.712112,0.972356,NS,Discordant (Cancer Down / TR Up),FALSE
SRSF2,0.1771,-0.0377,0.828085,0.991861,NS,Discordant (Cancer Up / TR Down),FALSE
RPS16,-0.1567,0.0578,0.833217,0.975227,NS,Discordant (Cancer Down / TR Up),FALSE
CISD2,-0.213,0.001,0.880396,0.999998,NS,Discordant (Cancer Down / TR Up),TRUE
RPS18,-0.1287,0.085,0.810862,0.90186,NS,Discordant (Cancer Down / TR Up),FALSE
REEP5,-0.0448,0.1685,0.991085,0.814743,NS,Discordant (Cancer Down / TR Up),FALSE
GBP2,-0.1679,0.0453,0.929607,0.993889,NS,Discordant (Cancer Down / TR Up),TRUE
RPL5,0.0102,0.2027,0.999433,0.637903,NS,Concordant Up,FALSE
CAPN1,0.1482,-0.0639,0.75725,0.950053,NS,Discordant (Cancer Up / TR Down),FALSE
DDX17,0.0776,0.1344,0.955121,0.813272,NS,Concordant Up,FALSE
TMED10,0.1316,0.0804,0.916932,0.963433,NS,Concordant Up,FALSE
TMX3,0.0477,-0.1637,0.988476,0.846722,NS,Discordant (Cancer Up / TR Down),TRUE
RTCA,-0.2044,-0.0069,0.812759,0.999791,NS,Concordant Down,TRUE
CKB,0.0768,-0.1343,0.967207,0.862812,NS,Discordant (Cancer Up / TR Down),FALSE
DCXR,-0.195,0.0158,0.854819,0.999025,NS,Discordant (Cancer Down / TR Up),FALSE
SIRT3,-0.1678,-0.0428,0.919476,0.994264,NS,Concordant Down,TRUE
MDH1,-0.0043,-0.2061,0.999879,0.535715,NS,Concordant Down,FALSE
RPL13A,0.1182,0.0913,0.924029,0.94489,NS,Concordant Up,FALSE
RPL19,0.1013,0.108,0.94508,0.920341,NS,Concordant Up,FALSE
HTRA2,0.1623,-0.0468,0.886244,0.990556,NS,Discordant (Cancer Up / TR Down),TRUE
UBE2R2,0.1116,-0.097,0.958003,0.968782,NS,Discordant (Cancer Up / TR Down),TRUE
ABHD11,-0.0315,0.1763,0.997268,0.880587,NS,Discordant (Cancer Down / TR Up),TRUE
IGBP1,0.128,0.0797,0.923479,0.974587,NS,Concordant Up,TRUE
PRDX4,0.10780000000000001,0.0998,0.92886,0.923598,NS,Concordant Up,FALSE
CAPN2,0.0663,0.1412,0.968279,0.794527,NS,Concordant Up,FALSE
RPN2,-0.1563,0.0497,0.835536,0.982208,NS,Discordant (Cancer Down / TR Up),FALSE
UQCC2,-0.1149,-0.0901,0.940502,0.962808,NS,Concordant Down,TRUE
RPS15,0.1848,0.02,0.963544,0.99953,NS,Concordant Up,TRUE
CDV3,0.124,0.0801,0.911617,0.962286,NS,Concordant Up,TRUE
MDP1,0.1578,0.0463,0.871789,0.988101,NS,Concordant Up,TRUE
TIMM8B,0.1763,0.0278,0.922601,0.998388,NS,Concordant Up,TRUE
NUDCD3,0.059,0.1436,0.989436,0.940973,NS,Concordant Up,TRUE
AKT2,-0.0541,0.1483,0.98538,0.851193,NS,Discordant (Cancer Down / TR Up),TRUE
HAGH,-0.0734,-0.1288,0.962961,0.842061,NS,Concordant Down,FALSE
PCBD1,-0.1437,-0.0584,0.87236,0.976607,NS,Concordant Down,FALSE
TFRC,0.1178,-0.0843,0.959525,0.978768,NS,Discordant (Cancer Up / TR Down),TRUE
HMGCL,-0.0269,-0.1745,0.997366,0.837171,NS,Concordant Down,TRUE
VPS26A,0.0898,0.1112,0.939061,0.881147,NS,Concordant Up,TRUE
HPCAL1,0.0397,0.1613,0.992179,0.808685,NS,Concordant Up,TRUE
SELENOW,-0.0522,-0.1487,0.989574,0.885308,NS,Concordant Down,TRUE
RPL18A,-0.1433,0.0574,0.908058,0.983534,NS,Discordant (Cancer Down / TR Up),TRUE
DYNC1H1,-0.0629,0.1378,0.967255,0.772875,NS,Discordant (Cancer Down / TR Up),FALSE
MAPK1,-0.034,0.1652,0.991838,0.697384,NS,Discordant (Cancer Down / TR Up),FALSE
TOM1L2,-0.1756,0.0233,0.880509,0.998107,NS,Discordant (Cancer Down / TR Up),TRUE
PSMC5,-0.1485,0.0502,0.782825,0.973691,NS,Discordant (Cancer Down / TR Up),FALSE
PSMB5,-0.1239,-0.0746,0.893923,0.955111,NS,Concordant Down,FALSE
ACSF2,-0.1611,-0.0373,0.853354,0.991741,NS,Concordant Down,FALSE
JPH2,-0.1399,0.058,0.917048,0.984266,NS,Discordant (Cancer Down / TR Up),TRUE
SHOC2,0.1325,-0.0651,0.899248,0.978936,NS,Discordant (Cancer Up / TR Down),TRUE
HSP90AB1,-0.0359,0.1611,0.990509,0.702008,NS,Discordant (Cancer Down / TR Up),FALSE
NMT1,0.0486,-0.1484,0.993495,0.914262,NS,Discordant (Cancer Up / TR Down),TRUE
ACSL1,0.1498,-0.046,0.891725,0.988867,NS,Discordant (Cancer Up / TR Down),FALSE
RDH13,-0.1873,-0.0083,0.870973,0.99979,NS,Concordant Down,TRUE
GBE1,-0.1092,0.086,0.927331,0.945075,NS,Discordant (Cancer Down / TR Up),FALSE
CAB39L,-0.0379,-0.1564,0.996806,0.922523,NS,Concordant Down,TRUE
RPL10,0.1355,0.0585,0.909927,0.981091,NS,Concordant Up,TRUE
CACYBP,0.103,0.0908,0.948983,0.952636,NS,Concordant Up,TRUE
SGTA,-0.1485,0.0445,0.885307,0.988877,NS,Discordant (Cancer Down / TR Up),FALSE
BPNT1,-0.1636,-0.0293,0.808679,0.993831,NS,Concordant Down,FALSE
SNX6,0.0067,0.1858,0.999864,0.845354,NS,Concordant Up,TRUE
ACOT13,0.091,0.1014,0.963461,0.942088,NS,Concordant Up,FALSE
RIC8A,0.0899,0.101,0.969506,0.949183,NS,Concordant Up,TRUE
ATP6V1B2,-0.1425,-0.0481,0.814711,0.977633,NS,Concordant Down,FALSE
RTRAF,0.1019,-0.0886,0.925194,0.935469,NS,Discordant (Cancer Up / TR Down),TRUE
RPS17,-0.1037,0.0855,0.943098,0.953217,NS,Discordant (Cancer Down / TR Up),TRUE
UBXN1,-0.0963,-0.0922,0.948833,0.941127,NS,Concordant Down,FALSE
FAM120A,-0.0412,0.1465,0.995265,0.923084,NS,Discordant (Cancer Down / TR Up),TRUE
ADIPOQ,0.1389,0.0486,0.889713,0.985201,NS,Concordant Up,FALSE
SENP8,0.0398,-0.1477,0.992564,0.85919,NS,Discordant (Cancer Up / TR Down),TRUE
EIF3M,-0.1715,-0.0159,0.779157,0.998426,NS,Concordant Down,TRUE
CASQ1,-0.1527,0.0345,0.832992,0.991279,NS,Discordant (Cancer Down / TR Up),TRUE
SYPL1,-0.0809,-0.106,0.966878,0.925703,NS,Concordant Down,FALSE
NAP1L1,-0.0388,0.1474,0.988443,0.742817,NS,Discordant (Cancer Down / TR Up),TRUE
NIPSNAP3A,0.1318,0.054,0.946792,0.990076,NS,Concordant Up,TRUE
GLUL,-0.1284,-0.0573,0.94419,0.987564,NS,Concordant Down,TRUE
VPS36,-0.1026,0.0827,0.924276,0.944558,NS,Discordant (Cancer Down / TR Up),TRUE
PPA2,-0.1447,0.0399,0.885054,0.990659,NS,Discordant (Cancer Down / TR Up),FALSE
PSMD8,-0.1755,-0.0084,0.800446,0.999561,NS,Concordant Down,TRUE
PSMB6,-0.0663,-0.1168,0.973142,0.885308,NS,Concordant Down,FALSE
NQO2,-0.182,9e-4,0.89897,0.999997,NS,Discordant (Cancer Down / TR Up),TRUE
CANX,0.1455,0.0372,0.875735,0.991429,NS,Concordant Up,FALSE
MAP2K1,-0.1302,0.0524,0.918648,0.985194,NS,Discordant (Cancer Down / TR Up),FALSE
NAGK,0.073,0.1093,0.971871,0.915982,NS,Concordant Up,FALSE
PDCD5,-0.1104,0.07,0.924613,0.964446,NS,Discordant (Cancer Down / TR Up),TRUE
PPIL1,-0.098,0.0824,0.950971,0.95734,NS,Discordant (Cancer Down / TR Up),FALSE
UBE2D3,0.0459,0.1342,0.990138,0.879366,NS,Concordant Up,FALSE
NAXE,-0.1561,-0.0238,0.818714,0.995809,NS,Concordant Down,FALSE
CCT5,0.1142,0.0656,0.880272,0.954457,NS,Concordant Up,FALSE
GORASP2,0.1169,-0.062,0.924736,0.976466,NS,Discordant (Cancer Up / TR Down),TRUE
LYPLAL1,-0.0766,-0.1021,0.971442,0.939769,NS,Concordant Down,TRUE
AK2,-0.1408,0.0373,0.841515,0.988496,NS,Discordant (Cancer Down / TR Up),FALSE
NT5DC1,-0.1398,-0.0377,0.932626,0.994309,NS,Concordant Down,TRUE
IDE,-0.1593,-0.0171,0.854958,0.998336,NS,Concordant Down,FALSE
DDRGK1,-0.1093,-0.0671,0.942904,0.975572,NS,Concordant Down,TRUE
PPTC7,-0.1521,-0.0236,0.910838,0.997928,NS,Concordant Down,TRUE
ARPC5L,0.0375,-0.1381,0.9938,0.882479,NS,Discordant (Cancer Up / TR Down),TRUE
SRSF1,-0.1017,0.0732,0.942015,0.963985,NS,Discordant (Cancer Down / TR Up),TRUE
EIF3G,-0.0888,0.0849,0.954759,0.948413,NS,Discordant (Cancer Down / TR Up),TRUE
PPP1CA,0.0477,0.1255,0.98749,0.875251,NS,Concordant Up,FALSE
UBAP2L,-0.0951,0.0776,0.971064,0.978009,NS,Discordant (Cancer Down / TR Up),TRUE
UBR4,-0.1298,-0.0422,0.931536,0.994548,NS,Concordant Down,TRUE
XPO7,-0.0232,0.1488,0.997056,0.81769,NS,Discordant (Cancer Down / TR Up),TRUE
STIP1,0.1215,-0.05,0.871119,0.97611,NS,Discordant (Cancer Up / TR Down),FALSE
SCARB2,-0.1226,-0.0486,0.917029,0.985479,NS,Concordant Down,FALSE
FGGY,0.1461,0.0249,0.929473,0.998127,NS,Concordant Up,TRUE
LMAN1,-0.0358,0.1351,0.994128,0.881833,NS,Discordant (Cancer Down / TR Up),TRUE
GNPDA1,0.0021,-0.1687,0.999974,0.7014,NS,Discordant (Cancer Up / TR Down),FALSE
PSMC6,0.0768,-0.0939,0.95795,0.917685,NS,Discordant (Cancer Up / TR Down),FALSE
MECP2,0.0795,-0.0907,0.979867,0.973683,NS,Discordant (Cancer Up / TR Down),TRUE
EIF2B1,-0.0785,-0.0916,0.975543,0.968036,NS,Concordant Down,TRUE
CCT4,0.1389,-0.03,0.80783,0.991069,NS,Discordant (Cancer Up / TR Down),FALSE
PRDX5,0.1468,0.0217,0.821632,0.996182,NS,Concordant Up,FALSE
HSPA1A,0.1293,-0.0381,0.871357,0.988264,NS,Discordant (Cancer Up / TR Down),FALSE
USP7,-0.1518,0.0156,0.882536,0.998752,NS,Discordant (Cancer Down / TR Up),TRUE
MEMO1,-0.072,-0.0946,0.984507,0.966507,NS,Concordant Down,TRUE
ECHS1,-0.1493,-0.0169,0.853682,0.998136,NS,Concordant Down,FALSE
CCDC124,0.115,0.0506,0.926761,0.984035,NS,Concordant Up,TRUE
OTUB1,-0.0832,0.0803,0.959247,0.952345,NS,Discordant (Cancer Down / TR Up),FALSE
SAR1A,-0.0526,-0.1108,0.98717,0.921586,NS,Concordant Down,FALSE
MTIF2,0.0503,0.113,0.991271,0.963306,NS,Concordant Up,TRUE
VPS4B,-0.0549,-0.1083,0.98128,0.898507,NS,Concordant Down,TRUE
ERGIC1,0.0593,0.1034,0.980869,0.920986,NS,Concordant Up,FALSE
BCKDHA,-0.1056,-0.0568,0.952213,0.983904,NS,Concordant Down,TRUE
AK1,0.0573,0.1044,0.979324,0.90533,NS,Concordant Up,FALSE
DNPH1,-0.1254,0.0351,0.926696,0.994023,NS,Discordant (Cancer Down / TR Up),TRUE
LDHA,0.0804,0.0799,0.971085,0.964339,NS,Concordant Up,FALSE
PSMC3,-0.0672,-0.0931,0.960708,0.898298,NS,Concordant Down,FALSE
TPT1,-0.0039,-0.1563,0.999894,0.703421,NS,Concordant Down,FALSE
DCTN2,-0.1273,-0.0317,0.853838,0.990765,NS,Concordant Down,FALSE
RAC1,0.1189,-0.0397,0.886099,0.986442,NS,Discordant (Cancer Up / TR Down),FALSE
NSFL1C,-0.0462,-0.1121,0.984719,0.869198,NS,Concordant Down,FALSE
FKBP2,0.1055,0.0519,0.940241,0.983464,NS,Concordant Up,FALSE
DDOST,-0.1297,-0.0269,0.919242,0.996306,NS,Concordant Down,TRUE
PPP2R2A,-0.0804,0.0757,0.961443,0.957317,NS,Discordant (Cancer Down / TR Up),FALSE
ALDOC,-0.153,0.0031,0.872954,0.999948,NS,Discordant (Cancer Down / TR Up),FALSE
TOMM40,0.0178,-0.1382,0.999005,0.924983,NS,Discordant (Cancer Up / TR Down),TRUE
SERPINB6,0.0827,-0.073,0.949483,0.951173,NS,Discordant (Cancer Up / TR Down),FALSE
ACTR1A,0.0493,0.106,0.980726,0.871689,NS,Concordant Up,FALSE
NEDD8,0.0209,0.1322,0.998644,0.922696,NS,Concordant Up,FALSE
EPS15L1,0.1225,0.0299,0.910818,0.99477,NS,Concordant Up,TRUE
RPL35,0.0832,0.0687,0.963144,0.970561,NS,Concordant Up,TRUE
AKR7A2,0.0538,0.098,0.978975,0.902892,NS,Concordant Up,FALSE
COPS2,-0.1082,-0.0434,0.925064,0.986618,NS,Concordant Down,FALSE
GMPPB,0.0884,-0.0629,0.956077,0.973374,NS,Discordant (Cancer Up / TR Down),FALSE
TECR,-0.0697,-0.0814,0.981419,0.97066,NS,Concordant Down,TRUE
VAPA,-0.1016,-0.0486,0.949258,0.986726,NS,Concordant Down,TRUE
PGRMC1,0.0296,0.1199,0.996805,0.926043,NS,Concordant Up,FALSE
PSMD14,-0.1031,-0.046,0.9239,0.983088,NS,Concordant Down,FALSE
PAICS,0.0892,0.0592,0.93959,0.968485,NS,Concordant Up,FALSE
ATP5F1B,-0.074,0.0739,0.968633,0.960691,NS,Discordant (Cancer Down / TR Up),FALSE
SNF8,-0.0816,-0.0659,0.95995,0.97456,NS,Concordant Down,TRUE
METTL7A,0.0557,-0.0912,0.985765,0.949336,NS,Discordant (Cancer Up / TR Down),FALSE
YARS1,-0.0851,0.0611,0.961622,0.976409,NS,Discordant (Cancer Down / TR Up),TRUE
EML2,-0.1363,0.0098,0.926373,0.999665,NS,Discordant (Cancer Down / TR Up),TRUE
PTGR2,-0.1246,-0.0199,0.939766,0.998374,NS,Concordant Down,TRUE
CHCHD2,0.0675,0.077,0.977445,0.962765,NS,Concordant Up,TRUE
KTN1,-0.0263,0.1178,0.996478,0.904512,NS,Discordant (Cancer Down / TR Up),TRUE
CD59,0.0971,-0.0455,0.935849,0.984084,NS,Discordant (Cancer Up / TR Down),FALSE
CCT3,0.1319,0.0101,0.846961,0.999157,NS,Concordant Up,FALSE
HSPB8,-0.1247,0.0165,0.959216,0.999214,NS,Discordant (Cancer Down / TR Up),TRUE
PSMA6,0.075,-0.0657,0.958789,0.960913,NS,Discordant (Cancer Up / TR Down),FALSE
PEX11B,-0.0646,-0.0758,0.98814,0.985704,NS,Concordant Down,TRUE
UBA2,-0.1114,-0.0283,0.936979,0.995738,NS,Concordant Down,TRUE
OSBP,-0.1369,-0.0027,0.898418,0.999962,NS,Concordant Down,TRUE
RPL22,0.0477,0.0883,0.985642,0.932394,NS,Concordant Up,FALSE
EIF4A2,-0.0973,-0.0386,0.936542,0.98894,NS,Concordant Down,FALSE
MTDH,0.0339,0.1015,0.993178,0.930868,NS,Concordant Up,TRUE
UROS,0.0854,0.0499,0.966477,0.987093,NS,Concordant Up,TRUE
CHMP5,-0.0334,0.1013,0.994893,0.942907,NS,Discordant (Cancer Down / TR Up),TRUE
PURA,0.0496,0.085,0.989129,0.958473,NS,Concordant Up,TRUE
PSMB1,-0.1115,0.022,0.891944,0.995743,NS,Discordant (Cancer Down / TR Up),FALSE
PPP1R7,0.0641,0.0693,0.965941,0.948924,NS,Concordant Up,FALSE
NDUFB10,0.0014,0.131,0.999993,0.90926,NS,Concordant Up,FALSE
DECR1,-0.0142,0.118,0.999239,0.923569,NS,Discordant (Cancer Down / TR Up),FALSE
THTPA,0.004,0.128,0.999938,0.914373,NS,Concordant Up,TRUE
TIAL1,-0.1262,-0.005,0.925925,0.999892,NS,Concordant Down,TRUE
FKBP4,0.0493,-0.0819,0.989406,0.961511,NS,Discordant (Cancer Up / TR Down),FALSE
COPS4,-0.0926,-0.0385,0.94294,0.988979,NS,Concordant Down,FALSE
PYCARD,0.0688,-0.0622,0.989709,0.985502,NS,Discordant (Cancer Up / TR Down),TRUE
ATP6V0D1,-0.0035,-0.1273,0.999967,0.951276,NS,Concordant Down,TRUE
HUWE1,-0.0217,-0.1091,0.997326,0.901783,NS,Concordant Down,TRUE
U2AF2,0.0901,0.0402,0.970276,0.994347,NS,Concordant Up,TRUE
GDI1,-0.117,0.0129,0.898974,0.998785,NS,Discordant (Cancer Down / TR Up),FALSE
PGM1,-0.1022,-0.0268,0.936732,0.99534,NS,Concordant Down,FALSE
CARS2,-0.0335,0.0952,0.996851,0.969765,NS,Discordant (Cancer Down / TR Up),TRUE
MLEC,-0.1251,0.0036,0.904382,0.999923,NS,Discordant (Cancer Down / TR Up),FALSE
MTCH2,-0.0972,0.0309,0.944889,0.993867,NS,Discordant (Cancer Down / TR Up),FALSE
GRHPR,0.0052,-0.1223,0.999834,0.84674,NS,Discordant (Cancer Up / TR Down),FALSE
OLA1,0.0956,-0.0303,0.916411,0.991131,NS,Discordant (Cancer Up / TR Down),FALSE
NDUFV3,0.061,0.0649,0.989404,0.986411,NS,Concordant Up,TRUE
ECHDC3,0.0094,-0.1165,0.999752,0.949569,NS,Discordant (Cancer Up / TR Down),TRUE
RALA,0.1215,-0.0043,0.899371,0.999876,NS,Discordant (Cancer Up / TR Down),FALSE
MYH1,0.1035,-0.0218,0.983359,0.999144,NS,Discordant (Cancer Up / TR Down),TRUE
PHB2,-0.1158,-0.0091,0.899456,0.999388,NS,Concordant Down,FALSE
ARL8B,0.0351,-0.0894,0.991916,0.924805,NS,Discordant (Cancer Up / TR Down),FALSE
CHMP2A,-0.1005,-0.0234,0.965744,0.997853,NS,Concordant Down,TRUE
CRYAB,-0.0028,-0.1203,0.999969,0.914386,NS,Concordant Down,FALSE
EEF2,-0.0774,0.0457,0.94604,0.978222,NS,Discordant (Cancer Down / TR Up),FALSE
RPS27,0.0076,-0.1154,0.999824,0.944119,NS,Discordant (Cancer Up / TR Down),TRUE
LUC7L2,0.0702,-0.0523,0.975999,0.985994,NS,Discordant (Cancer Up / TR Down),TRUE
LANCL1,0.1202,3e-4,0.912519,0.999999,NS,Concordant Up,FALSE
RACK1,0.10780000000000001,0.0125,0.907336,0.998765,NS,Concordant Up,FALSE
PARK7,0.0548,-0.0654,0.97676,0.95706,NS,Discordant (Cancer Up / TR Down),FALSE
ERLIN2,-0.1202,0,0.902425,1,NS,Discordant (Cancer Down / TR Up),FALSE
PALMD,-0.0028,-0.1172,0.999968,0.926492,NS,Concordant Down,TRUE
UBA3,-0.1144,-0.0055,0.936504,0.99985,NS,Concordant Down,FALSE
WARS1,0.1107,-0.0081,0.893382,0.999447,NS,Discordant (Cancer Up / TR Down),FALSE
GFPT1,-0.1009,-0.0176,0.954402,0.998719,NS,Concordant Down,TRUE
KHDRBS1,0.0764,-0.0417,0.977636,0.992372,NS,Discordant (Cancer Up / TR Down),TRUE
PRKACA,-0.0441,-0.0739,0.985046,0.942616,NS,Concordant Down,FALSE
FKBP3,-0.0776,0.0386,0.96593,0.990276,NS,Discordant (Cancer Down / TR Up),FALSE
CRKL,-0.0527,-0.063,0.977816,0.958786,NS,Concordant Down,FALSE
MYPN,0.0786,-0.0332,0.982765,0.996439,NS,Discordant (Cancer Up / TR Down),TRUE
NCL,0.1021,-0.0082,0.923685,0.999506,NS,Discordant (Cancer Up / TR Down),FALSE
MBNL1,-0.0959,0.0144,0.948657,0.998831,NS,Discordant (Cancer Down / TR Up),TRUE
CLCC1,-0.0997,-0.0101,0.947261,0.999462,NS,Concordant Down,TRUE
PDLIM2,0.0092,-0.1004,0.999799,0.978508,NS,Discordant (Cancer Up / TR Down),TRUE
HNRNPD,0.0186,0.0905,0.997792,0.921845,NS,Concordant Up,FALSE
CRYZ,0.0947,0.0125,0.947204,0.999031,NS,Concordant Up,FALSE
BLMH,0.072,0.0333,0.964203,0.991552,NS,Concordant Up,TRUE
PTGR1,-0.0485,0.0566,0.990177,0.983616,NS,Discordant (Cancer Down / TR Up),TRUE
RPS19,-0.0142,0.0905,0.998794,0.926417,NS,Discordant (Cancer Down / TR Up),FALSE
RNPEP,0.0356,-0.0686,0.993981,0.97024,NS,Discordant (Cancer Up / TR Down),FALSE
DCAF6,-0.0908,-0.0128,0.951477,0.999019,NS,Concordant Down,TRUE
PGRMC2,0.0275,-0.0742,0.995482,0.953861,NS,Discordant (Cancer Up / TR Down),FALSE
BTF3,1e-4,0.1011,1,0.968984,NS,Concordant Up,TRUE
GHITM,-0.0677,-0.0334,0.988567,0.996734,NS,Concordant Down,TRUE
MOCS2,-0.0162,-0.0848,0.999254,0.975924,NS,Concordant Down,TRUE
MOCS2,-0.0162,-0.0848,0.999254,0.975924,NS,Concordant Down,TRUE
PDCD6IP,0.0799,0.02,0.940313,0.996073,NS,Concordant Up,FALSE
NDUFB8,-0.06,0.0398,0.989789,0.994806,NS,Discordant (Cancer Down / TR Up),TRUE
UFL1,0.0947,-0.0047,0.957454,0.999901,NS,Discordant (Cancer Up / TR Down),TRUE
MSRA,0.0077,0.0915,0.999867,0.976662,NS,Concordant Up,TRUE
PPP2R1A,-0.0028,0.0961,0.999953,0.908761,NS,Discordant (Cancer Down / TR Up),FALSE
ATP6V1G1,0.0798,0.0176,0.962099,0.998133,NS,Concordant Up,TRUE
TMX1,-0.0497,0.0474,0.982572,0.980809,NS,Discordant (Cancer Down / TR Up),TRUE
PTGES3,-0.0629,-0.034,0.965675,0.988439,NS,Concordant Down,FALSE
PGP,-0.0812,0.0152,0.968846,0.99881,NS,Discordant (Cancer Down / TR Up),FALSE
HSPA4,-0.0375,-0.0589,0.987041,0.956756,NS,Concordant Down,FALSE
SF1,-0.0389,-0.0573,0.993677,0.985427,NS,Concordant Down,TRUE
H1-0,-0.0042,0.0896,0.999957,0.973805,NS,Discordant (Cancer Down / TR Up),TRUE
KLC1,-0.0867,-0.0066,0.951191,0.999733,NS,Concordant Down,TRUE
FBP2,0.0884,0.0048,0.976317,0.999924,NS,Concordant Up,TRUE
SYNGR2,0.053900000000000003,-0.0387,0.987135,0.992302,NS,Discordant (Cancer Up / TR Down),TRUE
ACAA2,-0.0728,-0.0191,0.962023,0.997169,NS,Concordant Down,FALSE
ADSL,-0.0019,-0.0876,0.999978,0.931268,NS,Concordant Down,FALSE
NSF,0.0633,-0.0254,0.979336,0.996177,NS,Discordant (Cancer Up / TR Down),FALSE
ANXA11,0.0444,-0.0437,0.986066,0.983135,NS,Discordant (Cancer Up / TR Down),FALSE
MAP2K2,0.0101,0.0765,0.999615,0.970599,NS,Concordant Up,TRUE
OSTC,0.0107,0.0742,0.999591,0.975415,NS,Concordant Up,TRUE
